Output,CSG518-1,CSG518-2,CSG518-3,CSG518-4,CSG518-5,CSG518-6,CSG518-7,CSG518-8
a11,-81,-90,-65,-81,-65,-89,-73,-1
a11,-77,-92,-69,-82,-64,-85,-70,-93
a11,-79,-93,-67,-79,-64,-92,-72,-94
a11,-75,-90,-68,-80,-65,-85,-69,-94
a11,-76,-92,-68,-79,-65,-89,-70,-96
a11,-75,-92,-71,-81,-63,-87,-70,-100
a11,-77,-90,-70,-83,-68,-90,-71,-100
a11,-74,-89,-71,-87,-73,-86,-68,-98
a11,-77,-88,-70,-87,-73,-83,-70,-94
a11,-73,-89,-71,-87,-73,-76,-77,-91
a11,-77,-91,-71,-85,-74,-88,-76,-96
a11,-75,-93,-70,-84,-70,-84,-75,-96
a11,-81,-88,-71,-82,-68,-90,-78,-95
a11,-83,-100,-71,-83,-68,-85,-74,-100
a11,-89,-89,-71,-86,-65,-83,-81,-89
a11,-87,-90,-74,-88,-66,-83,-76,-91
a11,-89,-89,-76,-91,-67,-83,-76,-93
a11,-91,-90,-73,-88,-65,-83,-76,-90
a11,-88,-90,-72,-86,-66,-85,-75,-90
a11,-82,-89,-74,-85,-66,-83,-73,-89
a11,-100,-89,-78,-87,-66,-82,-72,-90
a11,-73,-86,-72,-80,-66,-96,-71,-100
a11,-71,-89,-67,-83,-67,-71,-72,-88
a11,-70,-80,-66,-92,-69,-76,-67,-84
a11,-74,-88,-66,-96,-72,-71,-76,-89
a11,-77,-85,-65,-88,-67,-80,-69,-95
a11,-85,-88,-66,-86,-66,-79,-69,-94
a11,-85,-87,-66,-83,-66,-76,-68,-93
a11,-87,-88,-68,-86,-67,-81,-68,-93
a11,-86,-92,-68,-88,-66,-84,-67,-100
a11,-77,-94,-68,-83,-66,-81,-66,-93
a11,-78,-94,-68,-83,-63,-82,-67,-91
a11,-77,-94,-71,-82,-67,-83,-66,-91
a11,-79,-100,-67,-82,-66,-77,-66,-92
a11,-78,-93,-69,-83,-64,-78,-66,-91
a11,-76,-94,-65,-84,-63,-75,-67,-100
a11,-76,-92,-66,-86,-67,-73,-67,-94
a11,-77,-90,-66,-84,-68,-74,-68,-94
a11,-77,-89,-63,-85,-69,-75,-69,-94
a11,-76,-100,-63,-88,-67,-73,-67,-93
a11,-71,-90,-64,-86,-69,-75,-71,-93
a11,-76,-90,-62,-83,-69,-77,-70,-94
a11,-73,-90,-64,-86,-68,-75,-68,-93
a11,-76,-90,-63,-86,-66,-74,-68,-100
a11,-76,-90,-64,-89,-67,-73,-68,-92
a11,-78,-88,-64,-91,-66,-74,-67,-93
a11,-78,-85,-65,-93,-64,-72,-68,-100
a11,-76,-84,-64,-90,-68,-73,-68,-97
a11,-77,-86,-65,-93,-67,-72,-66,-96
a11,-77,-85,-65,-94,-65,-71,-67,-96
a11,-82,-86,-75,-89,-77,-82,-70,-92
a11,-83,-86,-75,-100,-78,-79,-68,-93
a11,-83,-86,-76,-97,-79,-80,-68,-93
a11,-80,-84,-72,-92,-75,-83,-71,-94
a11,-65,-76,-63,-82,-75,-72,-61,-84
a11,-68,-76,-59,-81,-75,-71,-62,-86
a11,-68,-76,-64,-81,-72,-71,-60,-86
a11,-69,-77,-63,-81,-72,-71,-61,-85
a11,-67,-74,-63,-79,-73,-74,-64,-85
a11,-67,-78,-58,-77,-73,-75,-66,-82
a11,-67,-77,-60,-77,-76,-73,-65,-83
a11,-66,-77,-61,-75,-77,-73,-66,-81
a11,-66,-79,-59,-79,-74,-76,-67,-81
a11,-66,-78,-61,-77,-76,-76,-66,-81
a11,-66,-77,-61,-77,-76,-74,-67,-81
a11,-66,-77,-60,-78,-78,-76,-66,-83
a11,-67,-80,-60,-77,-73,-77,-66,-83
a11,-67,-79,-60,-76,-74,-75,-65,-83
a11,-66,-80,-60,-79,-72,-72,-66,-82
a11,-66,-78,-61,-78,-73,-75,-66,-82
a11,-67,-77,-60,-75,-74,-75,-66,-79
a11,-66,-75,-60,-80,-77,-75,-68,-82
a11,-65,-77,-63,-78,-75,-72,-65,-81
a11,-67,-76,-59,-76,-70,-70,-63,-82
a11,-65,-77,-60,-76,-71,-71,-63,-80
a11,-66,-77,-60,-76,-70,-73,-64,-82
a11,-67,-76,-61,-78,-80,-71,-66,-80
a11,-70,-79,-62,-89,-69,-73,-60,-83
a11,-67,-79,-62,-80,-74,-77,-65,-82
a11,-67,-79,-58,-81,-79,-77,-65,-82
a11,-67,-80,-62,-83,-76,-77,-65,-81
a11,-68,-77,-62,-85,-80,-76,-66,-78
a11,-68,-78,-61,-82,-79,-78,-66,-81
a11,-68,-80,-62,-81,-80,-75,-70,-83
a11,-67,-79,-60,-81,-78,-82,-66,-81
a11,-68,-81,-62,-77,-76,-77,-64,-81
a11,-67,-77,-61,-77,-76,-73,-66,-81
a11,-66,-77,-62,-78,-74,-77,-66,-82
a11,-68,-79,-62,-80,-76,-82,-67,-80
a11,-67,-80,-63,-77,-77,-77,-64,-82
a11,-67,-80,-63,-78,-76,-76,-64,-83
a11,-66,-76,-63,-83,-76,-77,-65,-82
a11,-67,-78,-63,-82,-75,-75,-65,-82
a11,-66,-76,-63,-81,-78,-76,-66,-82
a11,-66,-77,-64,-80,-78,-75,-66,-83
a11,-67,-78,-61,-82,-79,-75,-66,-81
a11,-69,-78,-63,-81,-69,-80,-63,-81
a11,-72,-77,-65,-83,-80,-79,-65,-80
a11,-69,-86,-65,-79,-70,-90,-64,-80
a11,-72,-83,-65,-79,-70,-82,-67,-80
a11,-70,-80,-68,-75,-64,-75,-64,-84
a11,-82,-81,-59,-79,-67,-72,-64,-84
a11,-76,-85,-63,-80,-68,-70,-67,-83
a11,-77,-85,-65,-80,-68,-71,-68,-83
a11,-73,-82,-63,-80,-66,-72,-68,-82
a11,-75,-81,-65,-78,-66,-71,-66,-82
a11,-75,-83,-64,-78,-65,-72,-67,-80
a11,-76,-82,-64,-80,-66,-72,-67,-79
a11,-76,-83,-63,-80,-65,-70,-66,-81
a11,-76,-83,-65,-80,-64,-72,-68,-82
a11,-77,-83,-66,-79,-65,-71,-68,-81
a11,-78,-82,-67,-77,-65,-70,-66,-83
a11,-78,-84,-68,-77,-63,-71,-69,-81
a11,-79,-83,-67,-75,-65,-70,-69,-82
a11,-79,-83,-67,-75,-62,-70,-67,-81
a11,-79,-83,-67,-79,-63,-70,-68,-82
a11,-79,-83,-66,-78,-66,-71,-67,-81
a11,-79,-82,-67,-78,-66,-69,-65,-83
a11,-80,-83,-66,-77,-65,-71,-65,-81
a11,-80,-84,-67,-77,-62,-70,-67,-81
a11,-79,-84,-67,-77,-65,-70,-62,-81
a11,-79,-83,-65,-76,-65,-71,-65,-81
a11,-79,-84,-67,-75,-66,-70,-67,-82
a11,-74,-85,-69,-78,-67,-71,-67,-81
a11,-77,-84,-65,-80,-64,-72,-66,-83
a11,-76,-83,-64,-78,-64,-71,-66,-82
a11,-77,-84,-64,-78,-65,-72,-66,-82
a11,-77,-82,-65,-77,-65,-70,-67,-82
a11,-81,-77,-63,-78,-66,-71,-69,-82
a11,-67,-82,-71,-82,-61,-82,-66,-84
a11,-71,-84,-60,-77,-70,-76,-65,-81
a11,-73,-78,-65,-79,-64,-74,-64,-82
a11,-72,-83,-70,-79,-64,-73,-63,-83
a11,-72,-84,-70,-82,-65,-73,-63,-81
a11,-73,-83,-67,-79,-66,-73,-63,-83
a11,-73,-83,-67,-80,-66,-73,-65,-82
a11,-70,-84,-70,-83,-64,-73,-64,-82
a11,-75,-81,-68,-85,-69,-71,-64,-84
a11,-74,-81,-69,-82,-69,-71,-62,-87
a11,-73,-81,-70,-82,-69,-70,-62,-84
a11,-73,-82,-70,-82,-64,-71,-63,-85
a11,-73,-81,-70,-81,-69,-71,-62,-85
a11,-74,-78,-71,-84,-69,-72,-61,-84
a11,-73,-81,-69,-81,-72,-71,-62,-84
a11,-73,-80,-69,-83,-70,-72,-62,-85
a11,-71,-82,-67,-85,-69,-69,-63,-85
a11,-71,-81,-66,-82,-70,-71,-62,-87
a11,-73,-80,-68,-80,-69,-70,-63,-84
a11,-71,-82,-66,-83,-70,-71,-62,-85
a11,-74,-80,-70,-83,-69,-71,-63,-84
a11,-68,-82,-65,-78,-62,-73,-59,-82
a11,-80,-83,-65,-73,-72,-79,-66,-89
a11,-77,-100,-63,-78,-69,-72,-71,-82
a11,-72,-83,-64,-79,-72,-69,-70,-81
a11,-70,-83,-63,-80,-71,-69,-72,-82
a11,-67,-81,-63,-82,-72,-69,-70,-83
a11,-70,-83,-64,-80,-70,-70,-70,-80
a11,-74,-91,-62,-82,-66,-71,-67,-86
a11,-75,-82,-59,-79,-67,-72,-62,-87
a11,-73,-81,-61,-78,-64,-74,-65,-87
a11,-74,-82,-62,-78,-67,-76,-68,-100
a11,-74,-84,-61,-78,-70,-75,-69,-93
a11,-70,-83,-62,-79,-67,-70,-63,-87
a11,-69,-84,-60,-79,-67,-70,-63,-88
a11,-70,-85,-62,-80,-67,-70,-64,-89
a11,-71,-84,-62,-79,-67,-70,-64,-91
a11,-70,-81,-64,-85,-68,-68,-66,-90
a11,-69,-81,-63,-83,-67,-69,-65,-91
a11,-69,-83,-65,-82,-67,-67,-66,-92
a11,-70,-84,-64,-82,-68,-68,-67,-92
a11,-69,-83,-63,-82,-68,-68,-64,-94
a11,-70,-83,-64,-81,-69,-68,-67,-93
a11,-69,-82,-64,-80,-68,-69,-64,-94
a11,-72,-84,-64,-82,-69,-68,-63,-93
a11,-69,-83,-64,-82,-68,-67,-66,-93
a11,-70,-84,-64,-80,-68,-68,-64,-100
a11,-70,-83,-64,-83,-67,-64,-66,-100
a11,-70,-84,-63,-84,-68,-67,-63,-95
a11,-70,-84,-63,-82,-68,-68,-66,-100
a11,-71,-87,-64,-81,-65,-64,-64,-93
a11,-70,-85,-63,-81,-68,-65,-64,-95
a11,-70,-100,-66,-83,-68,-68,-66,-100
a11,-69,-85,-62,-81,-67,-67,-63,-95
a11,-75,-90,-66,-83,-69,-63,-68,-100
a11,-72,-84,-63,-88,-69,-69,-65,-100
a11,-76,-82,-63,-81,-68,-69,-67,-91
a11,-74,-81,-65,-85,-67,-69,-63,-90
a11,-70,-79,-65,-83,-63,-68,-71,-88
a11,-73,-87,-67,-83,-67,-68,-68,-88
a11,-72,-87,-65,-82,-67,-66,-69,-88
a11,-71,-85,-68,-82,-67,-67,-68,-86
a11,-71,-84,-67,-83,-67,-65,-69,-87
a11,-71,-86,-64,-84,-67,-67,-69,-86
a11,-70,-84,-67,-84,-68,-68,-69,-87
a11,-73,-86,-66,-82,-66,-67,-69,-91
a11,-72,-87,-67,-82,-65,-67,-70,-88
a11,-72,-86,-67,-82,-67,-69,-68,-87
a11,-73,-85,-65,-81,-65,-66,-71,-88
a11,-70,-82,-68,-81,-67,-68,-71,-100
a11,-71,-80,-64,-84,-67,-67,-68,-90
a12,-75,-79,-61,-83,-66,-74,-68,-88
a12,-78,-82,-65,-77,-65,-74,-74,-89
a12,-79,-82,-64,-75,-65,-76,-72,-90
a12,-78,-83,-66,-75,-64,-77,-72,-89
a12,-78,-85,-66,-75,-66,-79,-74,-90
a12,-77,-86,-67,-76,-64,-79,-72,-90
a12,-78,-85,-63,-76,-65,-78,-72,-88
a12,-77,-87,-67,-76,-64,-80,-73,-91
a12,-78,-83,-70,-76,-65,-79,-71,-89
a12,-77,-83,-66,-74,-64,-79,-72,-90
a12,-77,-86,-65,-76,-65,-80,-74,-91
a12,-77,-86,-67,-76,-64,-78,-73,-89
a12,-78,-85,-66,-75,-65,-75,-78,-89
a12,-75,-83,-63,-74,-63,-70,-77,-87
a12,-82,-81,-63,-79,-66,-68,-72,-89
a12,-76,-82,-63,-76,-65,-66,-71,-89
a12,-76,-82,-62,-75,-66,-69,-76,-87
a12,-76,-81,-64,-76,-67,-68,-73,-87
a12,-76,-82,-63,-75,-66,-67,-74,-87
a12,-76,-82,-61,-73,-66,-68,-72,-88
a12,-77,-83,-63,-75,-66,-70,-75,-89
a12,-77,-85,-62,-75,-65,-68,-74,-87
a12,-77,-83,-64,-75,-65,-70,-75,-85
a12,-76,-84,-62,-74,-63,-68,-75,-87
a12,-77,-84,-60,-75,-65,-69,-73,-88
a12,-77,-83,-64,-75,-65,-68,-75,-89
a12,-76,-84,-63,-76,-64,-68,-74,-87
a12,-76,-84,-61,-76,-65,-68,-76,-88
a12,-76,-84,-61,-76,-65,-69,-76,-90
a12,-77,-82,-63,-76,-62,-67,-74,-88
a12,-76,-83,-64,-76,-64,-68,-73,-89
a12,-76,-83,-63,-76,-64,-69,-73,-88
a12,-75,-81,-63,-75,-66,-69,-72,-87
a12,-75,-84,-62,-72,-64,-66,-72,-88
a12,-76,-83,-63,-76,-65,-71,-75,-89
a12,-75,-83,-60,-76,-66,-69,-73,-87
a12,-76,-89,-63,-75,-65,-68,-73,-88
a12,-75,-82,-62,-77,-66,-69,-73,-88
a12,-76,-83,-62,-73,-65,-69,-74,-88
a12,-100,-82,-62,-75,-66,-69,-74,-88
a12,-76,-82,-64,-77,-66,-69,-75,-88
a12,-76,-84,-64,-76,-65,-69,-73,-87
a12,-75,-83,-63,-76,-65,-67,-75,-87
a12,-75,-82,-62,-74,-65,-69,-73,-88
a12,-77,-83,-63,-76,-64,-70,-75,-88
a12,-77,-82,-64,-76,-66,-69,-76,-88
a12,-76,-83,-62,-76,-65,-69,-73,-89
a12,-75,-83,-62,-76,-64,-67,-74,-89
a12,-76,-84,-63,-76,-66,-70,-74,-90
a12,-77,-84,-60,-75,-66,-69,-76,-89
,,,,,,,,
a12,-68,-78,-59,-78,-67,-71,-62,-83
a12,-65,-79,-59,-79,-68,-71,-63,-84
a12,-68,-80,-58,-77,-69,-70,-61,-83
a12,-69,-79,-59,-77,-68,-71,-64,-83
a12,-68,-79,-59,-78,-64,-71,-63,-85
a12,-68,-79,-60,-76,-69,-71,-64,-85
a12,-69,-84,-59,-77,-67,-70,-63,-84
a12,-68,-80,-59,-77,-68,-71,-63,-84
a12,-69,-79,-59,-77,-68,-70,-62,-83
a12,-69,-80,-59,-77,-68,-70,-62,-84
a12,-71,-79,-58,-77,-68,-71,-64,-83
a12,-68,-80,-58,-77,-68,-71,-64,-85
a12,-69,-79,-58,-76,-65,-69,-63,-87
a12,-69,-79,-59,-75,-69,-71,-61,-86
a12,-69,-80,-60,-77,-71,-71,-66,-86
a12,-68,-81,-58,-77,-69,-71,-63,-84
a12,-69,-79,-57,-76,-67,-70,-63,-86
a12,-69,-79,-58,-76,-65,-70,-63,-85
a12,-68,-80,-59,-77,-68,-72,-64,-84
a12,-70,-79,-59,-77,-68,-71,-65,-85
a12,-67,-80,-58,-76,-68,-71,-64,-83
a12,-69,-76,-60,-74,-67,-71,-64,-84
a12,-69,-79,-59,-77,-67,-70,-63,-84
a12,-66,-79,-60,-76,-70,-72,-63,-83
a12,-67,-78,-59,-78,-69,-70,-64,-85
a12,-67,-80,-60,-77,-67,-71,-64,-84
a12,-68,-77,-59,-77,-68,-69,-63,-83
a12,-68,-79,-59,-76,-69,-71,-63,-84
a12,-67,-77,-60,-76,-68,-72,-63,-84
a12,-67,-80,-57,-77,-68,-70,-63,-80
a12,-70,-79,-59,-78,-66,-70,-64,-83
a12,-66,-78,-59,-76,-68,-70,-64,-85
a12,-67,-77,-59,-76,-69,-71,-64,-87
a12,-68,-79,-60,-77,-69,-71,-66,-86
a12,-67,-77,-60,-77,-69,-70,-64,-83
a12,-68,-79,-58,-77,-68,-71,-64,-84
a12,-68,-77,-59,-78,-66,-71,-62,-85
a12,-67,-78,-58,-78,-69,-71,-62,-83
a12,-67,-77,-59,-78,-67,-71,-63,-85
a12,-68,-77,-64,-77,-69,-71,-64,-85
a12,-68,-78,-59,-74,-69,-71,-63,-84
a12,-67,-79,-58,-76,-68,-70,-62,-86
a12,-68,-79,-59,-76,-68,-71,-62,-85
a12,-68,-78,-59,-77,-69,-72,-64,-84
a12,-68,-78,-59,-78,-68,-72,-63,-84
a12,-68,-79,-59,-78,-67,-72,-63,-84
a12,-65,-79,-59,-76,-68,-72,-61,-84
a12,-65,-78,-59,-77,-68,-71,-62,-82
a12,-68,-78,-58,-77,-67,-70,-63,-83
a12,-66,-78,-60,-78,-68,-72,-64,-84
a12,-68,-100,-73,-72,-63,-67,-60,-86
a12,-67,-90,-73,-71,-64,-66,-63,-91
a12,-67,-87,-71,-73,-64,-64,-62,-87
a12,-67,-87,-71,-73,-63,-67,-63,-87
a12,-67,-87,-71,-72,-64,-67,-64,-88
a12,-68,-87,-71,-72,-63,-67,-64,-85
a12,-68,-87,-70,-72,-64,-65,-64,-86
a12,-67,-84,-71,-73,-64,-67,-64,-86
a12,-69,-89,-70,-72,-64,-67,-61,-85
a12,-69,-87,-71,-72,-61,-69,-64,-87
a12,-68,-86,-69,-72,-63,-67,-62,-86
a12,-67,-88,-70,-71,-63,-67,-61,-88
a12,-68,-87,-72,-74,-64,-66,-59,-84
a12,-68,-87,-71,-74,-64,-68,-60,-86
a12,-69,-88,-71,-75,-64,-69,-59,-85
a12,-68,-88,-71,-74,-65,-67,-60,-85
a12,-65,-87,-70,-75,-66,-70,-59,-85
a12,-66,-87,-69,-72,-63,-68,-62,-86
a12,-68,-89,-70,-74,-65,-68,-60,-85
a12,-68,-89,-68,-73,-66,-69,-60,-84
a12,-71,-85,-70,-77,-64,-68,-58,-85
a12,-67,-88,-71,-75,-64,-63,-59,-85
a12,-67,-90,-70,-71,-65,-69,-60,-83
a12,-70,-84,-66,-73,-68,-65,-71,-87
a12,-69,-84,-65,-71,-67,-66,-68,-88
a12,-70,-87,-66,-74,-70,-67,-72,-90
a12,-70,-86,-66,-74,-64,-60,-71,-89
a12,-69,-85,-63,-73,-68,-67,-71,-90
a12,-70,-86,-65,-73,-68,-67,-72,-89
a12,-69,-86,-65,-72,-67,-67,-72,-91
a12,-70,-85,-64,-72,-68,-67,-72,-91
a12,-67,-85,-66,-72,-67,-67,-71,-91
a12,-70,-85,-65,-72,-66,-67,-71,-93
a12,-70,-86,-62,-68,-68,-67,-70,-93
a12,-69,-85,-65,-74,-71,-64,-77,-93
a12,-70,-86,-65,-72,-66,-67,-70,-92
a12,-69,-86,-64,-72,-65,-66,-71,-94
a12,-69,-85,-64,-71,-65,-67,-70,-92
a12,-73,-84,-63,-71,-66,-67,-74,-92
a12,-71,-84,-62,-73,-66,-66,-73,-93
a12,-71,-84,-65,-72,-64,-67,-77,-93
a12,-71,-84,-65,-73,-65,-67,-76,-93
a12,-71,-85,-64,-73,-66,-67,-73,-90
a12,-72,-85,-64,-72,-72,-65,-70,-93
a12,-72,-84,-63,-73,-68,-66,-72,-92
a12,-71,-86,-63,-72,-71,-67,-75,-93
a12,-71,-85,-63,-72,-71,-66,-75,-93
a12,-68,-84,-64,-72,-70,-64,-76,-91
a12,-71,-85,-65,-72,-71,-66,-74,-92
a12,-72,-86,-64,-72,-71,-66,-73,-91
a12,-72,-78,-63,-85,-76,-71,-70,-91
a12,-71,-78,-63,-86,-75,-71,-67,-90
a12,-72,-76,-59,-85,-74,-67,-72,-91
a12,-71,-76,-60,-91,-69,-73,-71,-88
a12,-71,-77,-61,-88,-78,-73,-71,-90
a12,-69,-76,-63,-88,-76,-71,-66,-92
a12,-72,-75,-61,-88,-77,-70,-64,-93
a12,-72,-76,-60,-89,-76,-70,-70,-92
a12,-71,-73,-64,-88,-76,-71,-70,-91
a12,-72,-75,-63,-86,-76,-71,-69,-90
a12,-70,-76,-64,-87,-74,-71,-65,-95
a12,-70,-75,-64,-89,-75,-70,-65,-95
a12,-67,-74,-64,-91,-74,-69,-67,-95
a12,-69,-74,-62,-88,-74,-72,-67,-95
a12,-69,-74,-64,-90,-75,-72,-66,-96
a12,-70,-74,-64,-89,-75,-71,-65,-92
a12,-70,-71,-64,-89,-74,-71,-67,-92
a12,-70,-74,-64,-88,-75,-70,-66,-92
a12,-71,-74,-64,-89,-76,-70,-66,-93
a12,-71,-75,-64,-90,-77,-71,-65,-93
a12,-70,-74,-63,-89,-77,-70,-66,-95
a12,-68,-76,-62,-89,-77,-69,-64,-94
a12,-71,-74,-63,-89,-76,-71,-65,-96
a12,-71,-75,-64,-89,-76,-69,-65,-94
a12,-70,-73,-62,-89,-76,-70,-65,-95
a12,-70,-74,-61,-90,-77,-71,-66,-96
a12,-70,-73,-64,-90,-78,-70,-65,-96
a12,-71,-75,-62,-84,-80,-74,-63,-100
a12,-78,-75,-67,-84,-74,-75,-70,-91
a12,-68,-79,-64,-80,-75,-74,-61,-100
a12,-71,-76,-65,-84,-72,-74,-66,-94
a12,-72,-76,-62,-80,-73,-78,-64,-91
a12,-78,-77,-61,-83,-73,-73,-65,-93
a12,-75,-78,-63,-83,-70,-75,-71,-91
a12,-74,-73,-64,-91,-76,-74,-70,-94
a12,-70,-73,-62,-89,-71,-73,-73,-88
a12,-69,-74,-62,-89,-73,-73,-65,-93
a12,-69,-76,-65,-84,-80,-71,-60,-100
a12,-70,-77,-65,-87,-82,-72,-61,-100
a12,-70,-76,-58,-100,-73,-68,-69,-89
a12,-69,-76,-59,-89,-71,-64,-68,-88
a12,-71,-75,-58,-87,-71,-72,-65,-88
a12,-71,-76,-62,-88,-74,-71,-62,-100
a12,-72,-76,-66,-86,-76,-71,-62,-100
a12,-69,-75,-65,-82,-75,-74,-60,-94
a12,-69,-74,-64,-88,-75,-72,-64,-94
a12,-69,-74,-63,-85,-76,-71,-64,-94
a12,-68,-76,-58,-85,-78,-70,-65,-91
a12,-69,-76,-56,-84,-76,-69,-72,-90
a12,-68,-75,-57,-84,-72,-68,-76,-87
a13,-74,-82,-62,-71,-70,-71,-66,-83
a13,-75,-81,-65,-74,-63,-69,-64,-82
a13,-78,-78,-65,-70,-73,-70,-65,-82
a13,-77,-80,-66,-71,-70,-70,-61,-83
a13,-76,-81,-65,-70,-70,-70,-64,-82
a13,-76,-80,-65,-72,-71,-70,-62,-82
a13,-76,-81,-64,-72,-73,-70,-63,-83
a13,-77,-81,-66,-72,-76,-70,-63,-83
a13,-77,-78,-64,-68,-74,-71,-62,-83
a13,-74,-80,-66,-72,-72,-70,-62,-83
a13,-75,-78,-66,-73,-72,-68,-62,-84
a13,-75,-77,-66,-72,-74,-71,-63,-83
a13,-79,-80,-66,-75,-70,-71,-65,-86
a13,-67,-77,-68,-76,-67,-68,-63,-85
a13,-84,-75,-63,-72,-66,-85,-67,-86
a13,-70,-75,-71,-71,-73,-74,-63,-83
a13,-69,-76,-70,-74,-66,-72,-61,-83
a13,-69,-75,-67,-74,-68,-71,-63,-83
a13,-69,-76,-64,-74,-64,-75,-63,-84
a13,-69,-75,-68,-74,-65,-72,-61,-87
a13,-69,-75,-67,-75,-66,-71,-60,-84
a13,-68,-75,-67,-75,-66,-70,-61,-84
a13,-69,-75,-67,-72,-67,-71,-62,-85
a13,-71,-75,-66,-73,-64,-70,-60,-85
a13,-68,-75,-68,-75,-68,-72,-61,-85
a13,-70,-76,-67,-74,-68,-71,-61,-84
a13,-71,-75,-65,-73,-67,-71,-62,-82
a13,-71,-76,-67,-73,-68,-72,-61,-84
a13,-71,-77,-66,-72,-70,-71,-59,-83
a13,-70,-76,-67,-72,-72,-72,-64,-85
a13,-64,-74,-77,-75,-64,-69,-64,-87
a13,-68,-75,-69,-73,-67,-67,-62,-83
a13,-67,-76,-73,-74,-71,-70,-63,-85
a13,-70,-77,-76,-75,-67,-75,-62,-83
a13,-68,-78,-73,-75,-70,-72,-61,-85
a13,-69,-77,-71,-76,-68,-65,-63,-87
a13,-71,-89,-63,-78,-68,-75,-59,-84
a13,-68,-76,-69,-75,-70,-70,-62,-86
a13,-69,-73,-67,-75,-69,-68,-61,-83
a13,-69,-74,-66,-74,-70,-65,-60,-84
a13,-70,-73,-66,-74,-72,-70,-61,-82
a13,-69,-75,-68,-75,-70,-64,-61,-85
a13,-67,-73,-63,-75,-68,-64,-58,-83
a13,-71,-74,-66,-76,-70,-69,-61,-85
a13,-66,-74,-67,-74,-66,-68,-59,-84
a13,-67,-74,-67,-75,-68,-69,-61,-84
a13,-70,-75,-69,-74,-69,-69,-62,-83
a13,-69,-73,-68,-74,-66,-70,-59,-86
